,,Site A (Forest),Site A,Site A,Site A,Site A
1/9/17 8:00,8:00:00 AM,0,0,0,,
1/9/17 10:00,10:00:00 AM,0,0,0,,
1/9/17 12:00,12:00:00 PM,0,0,0,,
1/9/17 14:00,2:00:00 PM,86.637,86.637,86.637,,
1/9/17 16:00,4:00:00 PM,95.219,95.219,8.5818,,
1/10/17 8:00,8:00:00 AM,260.64,260.64,165.43,,
1/10/17 10:00,10:00:00 AM,269.86,269.86,9.2147,,
1/10/17 12:00,12:00:00 PM,242.76,242.76,0,,
1/10/17 14:00,2:00:00 PM,260.64,260.64,17.884,,
1/10/17 16:00,4:00:00 PM,288.3,288.3,27.652,,
1/11/17 8:00,8:00:00 AM,344.49,344.49,56.19,,
1/11/17 10:00,10:00:00 AM,353.7,353.7,9.2121,,
1/11/17 12:00,12:00:00 PM,308.85,308.85,0,,
1/11/17 14:00,2:00:00 PM,326.07,326.07,17.224,,
1/11/17 16:00,4:00:00 PM,335.28,335.28,9.207,,
1/12/17 8:00,8:00:00 AM,501.74,501.74,166.46,,
1/12/17 10:00,10:00:00 AM,518.04,518.04,16.303,,
1/12/17 12:00,12:00:00 PM,541.36,541.36,23.319,,
1/12/17 14:00,2:00:00 PM,518.04,518.04,0,,
1/12/17 16:00,4:00:00 PM,549.14,549.14,31.095,,
1/13/17 8:00,8:00:00 AM,525.81,525.81,0,,
1/13/17 10:00,10:00:00 AM,556.91,556.91,31.1,,
1/13/17 12:00,12:00:00 PM,518.04,518.04,0,,
1/13/17 14:00,2:00:00 PM,533.59,533.59,15.545,,
1/13/17 16:00,4:00:00 PM,533.59,533.59,0,,
1/14/17 8:00,8:00:00 AM,518.04,518.04,0,,
1/14/17 10:00,10:00:00 AM,518.04,518.04,0,,
1/14/17 12:00,12:00:00 PM,525.81,525.81,7.7718,,
1/14/17 14:00,2:00:00 PM,492.84,492.84,0,,
1/14/17 16:00,4:00:00 PM,518.04,518.04,25.202,,
1/15/17 8:00,8:00:00 AM,518.04,518.04,0,,
1/15/17 10:00,10:00:00 AM,541.36,541.36,23.319,,
1/15/17 12:00,12:00:00 PM,549.14,549.14,7.7756,,
1/15/17 14:00,2:00:00 PM,501.74,501.74,0,,
1/15/17 16:00,4:00:00 PM,417.06,417.06,0,,
1/16/17 8:00,8:00:00 AM,409.01,409.01,0,,
1/16/17 10:00,10:00:00 AM,409.01,409.01,0,,
1/16/17 12:00,12:00:00 PM,373.12,373.12,0,,
1/16/17 14:00,2:00:00 PM,362.13,362.13,0,,
1/16/17 16:00,4:00:00 PM,326.07,326.07,0,,
1/17/17 8:00,8:00:00 AM,288.3,288.3,0,,
1/17/17 10:00,10:00:00 AM,362.91,362.91,74.616,,
1/17/17 12:00,12:00:00 PM,298.47,298.47,0,,
1/17/17 14:00,2:00:00 PM,325.2,325.2,26.731,,
1/17/17 16:00,4:00:00 PM,316.87,316.87,0,,
1/18/17 8:00,8:00:00 AM,353.7,353.7,36.833,,
1/18/17 10:00,10:00:00 AM,326.07,326.07,0,,
1/18/17 12:00,12:00:00 PM,298.47,298.47,0,,
1/18/17 14:00,2:00:00 PM,234.19,234.19,0,,
1/18/17 16:00,4:00:00 PM,250.64,250.64,16.447,,
1/19/17 8:00,8:00:00 AM,446.75,446.75,196.11,,
1/19/17 10:00,10:00:00 AM,420.2,420.2,0,,
1/19/17 12:00,12:00:00 PM,437.54,437.54,17.343,,
1/19/17 14:00,2:00:00 PM,409.92,409.92,0,,
1/19/17 16:00,4:00:00 PM,479.25,479.25,69.331,,
1/20/17 8:00,8:00:00 AM,543.14,543.14,63.896,,
1/20/17 10:00,10:00:00 AM,576.29,576.29,33.144,,
1/20/17 12:00,12:00:00 PM,576.29,576.29,0,,
1/20/17 14:00,2:00:00 PM,604.33,604.33,28.043,,
1/20/17 16:00,4:00:00 PM,627.65,627.65,23.323,,
1/21/17 8:00,8:00:00 AM,800.14,800.14,172.49,,
1/21/17 10:00,10:00:00 AM,824.42,824.42,24.28,,
1/21/17 12:00,12:00:00 PM,842.2,842.2,17.776,,
1/21/17 14:00,2:00:00 PM,848.12,848.12,5.9265,,
1/21/17 16:00,4:00:00 PM,836.27,836.27,0,,
1/22/17 8:00,8:00:00 AM,732.1,732.1,0,,
1/22/17 10:00,10:00:00 AM,769.3,769.3,37.2,,
1/22/17 12:00,12:00:00 PM,782.36,782.36,13.057,,
1/22/17 14:00,2:00:00 PM,800.14,800.14,17.782,,
1/22/17 16:00,4:00:00 PM,828.11,828.11,27.971,,
1/23/17 8:00,8:00:00 AM,1069.1,1069.1,241.02,,
1/23/17 10:00,10:00:00 AM,1117.1,1117.1,47.979,,
1/23/17 12:00,12:00:00 PM,1123,1123,5.9281,,
1/23/17 14:00,2:00:00 PM,1134.9,1134.9,11.857,,
1/23/17 16:00,4:00:00 PM,1182.9,1182.9,47.979,,
1/24/17 8:00,8:00:00 AM,1134.9,1134.9,0,,
1/24/17 10:00,10:00:00 AM,1114.5,1114.5,0,,
1/24/17 12:00,12:00:00 PM,1207.1,1207.1,92.669,,
1/24/17 14:00,2:00:00 PM,1157.2,1157.2,0,,
1/24/17 16:00,4:00:00 PM,1165.1,1165.1,7.9046,,
1/25/17 8:00,8:00:00 AM,1182.9,1182.9,17.783,,
1/25/17 10:00,10:00:00 AM,1099.3,1099.3,0,,
1/25/17 12:00,12:00:00 PM,1207.1,1207.1,107.82,,
1/25/17 14:00,2:00:00 PM,1176.9,1176.9,0,,
1/25/17 16:00,4:00:00 PM,1165.1,1165.1,0,,
1/26/17 8:00,8:00:00 AM,1099.3,1099.3,0,,
1/26/17 10:00,10:00:00 AM,1154.5,1154.5,55.133,,
1/26/17 12:00,12:00:00 PM,1188.8,1188.8,34.342,,
1/26/17 14:00,2:00:00 PM,1129,1129,0,,
1/26/17 16:00,4:00:00 PM,1141.4,1141.4,12.42,,
1/27/17 8:00,8:00:00 AM,1176.9,1176.9,35.56,,
1/27/17 10:00,10:00:00 AM,1127.5,1127.5,0,,
1/27/17 12:00,12:00:00 PM,1153.2,1153.2,25.745,,
1/27/17 14:00,2:00:00 PM,1069.1,1069.1,0,,
1/27/17 16:00,4:00:00 PM,1057.3,1057.3,0,,
1/28/17 8:00,8:00:00 AM,1081.5,1081.5,24.275,,
1/28/17 10:00,10:00:00 AM,1003.4,1003.4,0,,
1/28/17 12:00,12:00:00 PM,1099.3,1099.3,95.962,,
1/28/17 14:00,2:00:00 PM,985.58,985.58,0,,
1/28/17 16:00,4:00:00 PM,997.43,997.43,11.856,,
1/29/17 8:00,8:00:00 AM,925.74,925.74,0,,
1/29/17 10:00,10:00:00 AM,943.53,943.53,17.786,,
1/29/17 12:00,12:00:00 PM,913.89,913.89,0,,
1/29/17 14:00,2:00:00 PM,931.67,931.67,17.783,,
1/29/17 16:00,4:00:00 PM,865.9,865.9,0,,
1/30/17 8:00,8:00:00 AM,830.34,830.34,0,,
1/30/17 10:00,10:00:00 AM,836.27,836.27,5.9254,,
1/30/17 12:00,12:00:00 PM,836.27,836.27,0,,
1/30/17 14:00,2:00:00 PM,824.42,824.42,0,,
1/30/17 16:00,4:00:00 PM,812,812,0,,
1/31/17 8:00,8:00:00 AM,788.28,788.28,0,,
1/31/17 10:00,10:00:00 AM,764.58,764.58,0,,
1/31/17 12:00,12:00:00 PM,737.28,737.28,0,,
1/31/17 14:00,2:00:00 PM,713.94,713.94,0,,
1/31/17 16:00,4:00:00 PM,745.06,745.06,31.113,,
2/1/17 8:00,8:00:00 AM,737.28,737.28,0,,
2/1/17 10:00,10:00:00 AM,682.84,682.84,0,,
2/1/17 12:00,12:00:00 PM,641.47,641.47,0,,
2/1/17 14:00,2:00:00 PM,698.39,698.39,56.923,,
2/1/17 16:00,4:00:00 PM,658.76,658.76,0,,
2/2/17 8:00,8:00:00 AM,541.36,541.36,0,,
2/2/17 10:00,10:00:00 AM,509.52,509.52,0,,
2/2/17 12:00,12:00:00 PM,493.76,493.76,0,,
2/2/17 14:00,2:00:00 PM,532.87,532.87,39.113,,
2/2/17 16:00,4:00:00 PM,596.56,596.56,63.683,,
2/3/17 8:00,8:00:00 AM,445.92,445.92,0,,
2/3/17 10:00,10:00:00 AM,426.79,426.79,0,,
2/3/17 12:00,12:00:00 PM,464.38,464.38,37.592,,
2/3/17 14:00,2:00:00 PM,464.38,464.38,0,,
2/3/17 16:00,4:00:00 PM,492.84,492.84,28.455,,
2/4/17 8:00,8:00:00 AM,493.76,493.76,0.92129,,
2/4/17 10:00,10:00:00 AM,465.18,465.18,0,,
2/4/17 12:00,12:00:00 PM,473.62,473.62,8.4342,,
2/4/17 14:00,2:00:00 PM,482.25,482.25,8.6346,,
2/4/17 16:00,4:00:00 PM,541.36,541.36,59.11,,
2/5/17 8:00,8:00:00 AM,473.62,473.62,0,,
2/5/17 10:00,10:00:00 AM,473.62,473.62,0,,
2/5/17 12:00,12:00:00 PM,525.81,525.81,52.197,,
2/5/17 14:00,2:00:00 PM,627.65,627.65,101.84,,
2/5/17 16:00,4:00:00 PM,650.31,650.31,22.658,,
2/6/17 8:00,8:00:00 AM,492.84,492.84,0,,
2/6/17 10:00,10:00:00 AM,501.11,501.11,8.2738,,
2/6/17 12:00,12:00:00 PM,510.27,510.27,9.1582,,
2/6/17 14:00,2:00:00 PM,492.84,492.84,0,,
2/6/17 16:00,4:00:00 PM,510.27,510.27,17.432,,
2/7/17 8:00,8:00:00 AM,496.1,496.1,0,,
2/7/17 10:00,10:00:00 AM,,467.34,0,,
2/7/17 12:00,12:00:00 PM,438.57,438.57,0,,
2/7/17 14:00,2:00:00 PM,428.33,428.33,0,,
2/7/17 16:00,4:00:00 PM,448.96,448.96,20.629,,
2/8/17 8:00,8:00:00 AM,401.83,401.83,0,,
2/8/17 10:00,10:00:00 AM,353.7,353.7,0,,
2/8/17 12:00,12:00:00 PM,409.01,409.01,55.315,,
2/8/17 14:00,2:00:00 PM,409.01,409.01,0,,
2/8/17 16:00,4:00:00 PM,390.57,390.57,0,,
2/9/17 8:00,8:00:00 AM,334.43,334.43,0,,
2/9/17 10:00,10:00:00 AM,288.3,288.3,0,,
2/9/17 12:00,12:00:00 PM,373.12,373.12,84.819,,
2/9/17 14:00,2:00:00 PM,409.01,409.01,35.898,,
2/9/17 16:00,4:00:00 PM,428.33,428.33,19.316,,
2/10/17 8:00,8:00:00 AM,279.08,279.08,0.00E+00,,
2/10/17 10:00,10:00:00 AM,279.08,279.08,0,,
2/10/17 12:00,12:00:00 PM,381.35,381.35,102.27,,
2/10/17 14:00,2:00:00 PM,,326.79,0,,
2/10/17 16:00,4:00:00 PM,272.23,272.23,0,,
2/11/17 8:00,8:00:00 AM,335.28,335.28,63.049,,
2/11/17 10:00,10:00:00 AM,335.28,335.28,0,,
2/11/17 12:00,12:00:00 PM,330.15,330.15,0,,
2/11/17 14:00,2:00:00 PM,355.99,355.99,25.844,,
2/11/17 16:00,4:00:00 PM,190.44,190.44,0,,
2/12/17 8:00,8:00:00 AM,362.91,362.91,172.48,,
2/12/17 10:00,10:00:00 AM,399.79,399.79,36.877,,
2/12/17 12:00,12:00:00 PM,391.51,391.51,0,,
2/12/17 14:00,2:00:00 PM,370.81,370.81,0,,
2/12/17 16:00,4:00:00 PM,418.24,418.24,47.429,,
2/13/17 8:00,8:00:00 AM,344.49,344.49,0,,
2/13/17 10:00,10:00:00 AM,372.13,372.13,27.643,,
2/13/17 12:00,12:00:00 PM,314.81,314.81,0,,
2/13/17 14:00,2:00:00 PM,333.82,333.82,19.005,,
2/13/17 16:00,4:00:00 PM,315.33,315.33,0,,
2/14/17 8:00,8:00:00 AM,288.3,288.3,0,,
2/14/17 10:00,10:00:00 AM,315.97,315.97,27.673,,
2/14/17 12:00,12:00:00 PM,306.08,306.08,0,,
2/14/17 14:00,2:00:00 PM,259.41,259.41,0,,
2/14/17 16:00,4:00:00 PM,224.8,224.8,0,,
2/15/17 8:00,8:00:00 AM,207.61,207.61,0,,
2/15/17 10:00,10:00:00 AM,242.76,242.76,35.147,,
2/15/17 12:00,12:00:00 PM,235.3,235.3,0,,
2/15/17 14:00,2:00:00 PM,259.41,259.41,24.114,,
2/15/17 16:00,4:00:00 PM,224.3,224.3,0,,
2/16/17 8:00,8:00:00 AM,235.3,235.3,10.995,,
2/16/17 10:00,10:00:00 AM,164.7,164.7,0,,
2/16/17 12:00,12:00:00 PM,147.56,147.56,0,,
2/16/17 14:00,2:00:00 PM,216.21,216.21,68.643,,
2/16/17 16:00,4:00:00 PM,216.21,216.21,0,,
2/17/17 8:00,8:00:00 AM,86.637,86.637,0,,
2/17/17 10:00,10:00:00 AM,95.219,95.219,8.5818,,
2/17/17 12:00,12:00:00 PM,95.219,95.219,0,,
2/17/17 14:00,2:00:00 PM,87.914,87.914,0,,
2/17/17 16:00,4:00:00 PM,103.81,103.81,15.893,,
2/18/17 8:00,8:00:00 AM,129.6,129.6,25.791,,
2/18/17 10:00,10:00:00 AM,147.56,147.56,17.965,,
2/18/17 12:00,12:00:00 PM,121,121,0,,
2/18/17 14:00,2:00:00 PM,121.91,121.91,0.91782,,
2/18/17 16:00,4:00:00 PM,147.56,147.56,25.647,,
2/19/17 8:00,8:00:00 AM,103.81,103.81,0,,
2/19/17 10:00,10:00:00 AM,113.39,113.39,9.5806,,
2/19/17 12:00,12:00:00 PM,157.31,157.31,43.925,,
2/19/17 14:00,2:00:00 PM,234.19,234.19,76.878,,
2/19/17 16:00,4:00:00 PM,173.27,173.27,0,,
2/20/17 8:00,8:00:00 AM,129.6,129.6,0,,
2/20/17 10:00,10:00:00 AM,112.4,112.4,0,,
2/20/17 12:00,12:00:00 PM,139,139,26.604,,
2/20/17 14:00,2:00:00 PM,94.828,94.828,0,,
2/20/17 16:00,4:00:00 PM,112.4,112.4,17.572,,
2/21/17 8:00,8:00:00 AM,103.81,103.81,0,,
2/21/17 10:00,10:00:00 AM,130.45,130.45,26.648,,
2/21/17 12:00,12:00:00 PM,121.91,121.91,0,,
2/21/17 14:00,2:00:00 PM,182.87,182.87,60.957,,
2/21/17 16:00,4:00:00 PM,182.87,182.87,0,,
2/22/17 8:00,8:00:00 AM,383.49,383.49,200.61,,
2/22/17 10:00,10:00:00 AM,380.6,380.6,0,,
2/22/17 12:00,12:00:00 PM,456.96,456.96,76.363,,
2/22/17 14:00,2:00:00 PM,541.36,541.36,84.402,,
2/22/17 16:00,4:00:00 PM,504.44,504.44,0,,
2/23/17 8:00,8:00:00 AM,475.36,475.36,0,,
2/23/17 10:00,10:00:00 AM,518.04,518.04,42.686,,
2/23/17 12:00,12:00:00 PM,492.84,492.84,0,,
2/23/17 14:00,2:00:00 PM,493.76,493.76,0.92129,,
2/23/17 16:00,4:00:00 PM,533.59,533.59,39.826,,
2/24/17 8:00,8:00:00 AM,518.04,518.04,0,,
2/24/17 10:00,10:00:00 AM,533.59,533.59,15.545,,
2/24/17 12:00,12:00:00 PM,518.91,518.91,0,,
2/24/17 14:00,2:00:00 PM,501.11,501.11,0,,
2/24/17 16:00,4:00:00 PM,541.36,541.36,40.248,,
2/25/17 8:00,8:00:00 AM,474.4,474.4,0,,
2/25/17 10:00,10:00:00 AM,466.16,466.16,0,,
2/25/17 12:00,12:00:00 PM,454.52,454.52,0,,
2/25/17 14:00,2:00:00 PM,482.85,482.85,28.331,,
2/25/17 16:00,4:00:00 PM,466.16,466.16,0,,
2/26/17 8:00,8:00:00 AM,428.33,428.33,0,,
2/26/17 10:00,10:00:00 AM,465.18,465.18,36.853,,
2/26/17 12:00,12:00:00 PM,474.4,474.4,9.2175,,
2/26/17 14:00,2:00:00 PM,437.54,437.54,0,,
2/26/17 16:00,4:00:00 PM,428.33,428.33,0,,
2/27/17 8:00,8:00:00 AM,344.49,344.49,0,,
2/27/17 10:00,10:00:00 AM,381.35,381.35,36.861,,
2/27/17 12:00,12:00:00 PM,454.07,454.07,72.718,,
2/27/17 14:00,2:00:00 PM,511.16,511.16,57.091,,
2/27/17 16:00,4:00:00 PM,501.74,501.74,0,,
2/28/17 8:00,8:00:00 AM,390.57,390.57,0,,
2/28/17 10:00,10:00:00 AM,474.4,474.4,83.832,,
2/28/17 12:00,12:00:00 PM,509.52,509.52,35.121,,
2/28/17 14:00,2:00:00 PM,491.5,491.5,0,,
2/28/17 16:00,4:00:00 PM,492.08,492.08,0.58801,,
3/1/17 8:00,8:00:00 AM,428.33,428.33,0,,
3/1/17 10:00,10:00:00 AM,446.75,446.75,18.423,,
3/1/17 12:00,12:00:00 PM,445.92,445.92,0,,
3/1/17 14:00,2:00:00 PM,388.89,388.89,0,,
3/1/17 16:00,4:00:00 PM,361.56,361.56,0,,
3/2/17 8:00,8:00:00 AM,399.79,399.79,38.228,,
3/2/17 10:00,10:00:00 AM,343.66,343.66,0,,
3/2/17 12:00,12:00:00 PM,389.83,389.83,46.175,,
3/2/17 14:00,2:00:00 PM,380.06,380.06,0,,
3/2/17 16:00,4:00:00 PM,361.22,361.22,0,,
3/3/17 8:00,8:00:00 AM,306.74,306.74,0,,
3/3/17 10:00,10:00:00 AM,335.28,335.28,28.533,,
3/3/17 12:00,12:00:00 PM,306.74,306.74,0,,
3/3/17 14:00,2:00:00 PM,305.56,305.56,0,,
3/3/17 16:00,4:00:00 PM,277.92,277.92,0,,
3/4/17 8:00,8:00:00 AM,241.38,241.38,0,,
3/4/17 10:00,10:00:00 AM,268.67,268.67,27.288,,
3/4/17 12:00,12:00:00 PM,259.26,259.26,0,,
3/4/17 14:00,2:00:00 PM,269.12,269.12,9.856,,
3/4/17 16:00,4:00:00 PM,278.36,278.36,9.2406,,
3/5/17 8:00,8:00:00 AM,260.64,260.64,0,,
3/5/17 10:00,10:00:00 AM,334.43,334.43,73.783,,
3/5/17 12:00,12:00:00 PM,374.32,374.32,39.89,,
3/5/17 14:00,2:00:00 PM,427.47,427.47,53.148,,
3/5/17 16:00,4:00:00 PM,466.16,466.16,38.691,,
3/6/17 8:00,8:00:00 AM,506.92,506.92,40.763,,
3/6/17 10:00,10:00:00 AM,494.85,494.85,0,,
3/6/17 12:00,12:00:00 PM,557.72,557.72,62.868,,
3/6/17 14:00,2:00:00 PM,580.25,580.25,22.535,,
3/6/17 16:00,4:00:00 PM,580.25,580.25,0,,
3/7/17 8:00,8:00:00 AM,437.54,437.54,0,,
3/7/17 10:00,10:00:00 AM,549.14,549.14,111.6,,
3/7/17 12:00,12:00:00 PM,492.08,492.08,0,,
3/7/17 14:00,2:00:00 PM,509.52,509.52,17.437,,
3/7/17 16:00,4:00:00 PM,455.15,455.15,0,,
3/8/17 8:00,8:00:00 AM,372.13,372.13,0,,
3/8/17 10:00,10:00:00 AM,372.13,372.13,0,,
3/8/17 12:00,12:00:00 PM,371.36,371.36,0,,
3/8/17 14:00,2:00:00 PM,381.35,381.35,9.9874,,
3/8/17 16:00,4:00:00 PM,324.2,324.2,0,,
3/9/17 8:00,8:00:00 AM,251.43,251.43,0,,
3/9/17 10:00,10:00:00 AM,269.86,269.86,18.426,,
3/9/17 12:00,12:00:00 PM,277.92,277.92,8.0629,,
3/9/17 14:00,2:00:00 PM,260.64,260.64,0,,
3/9/17 16:00,4:00:00 PM,269.12,269.12,8.4705,,
3/10/17 8:00,8:00:00 AM,190.44,190.44,0,,
3/10/17 10:00,10:00:00 AM,207.61,207.61,17.176,,
3/10/17 12:00,12:00:00 PM,198.28,198.28,0,,
3/10/17 14:00,2:00:00 PM,181.24,181.24,0,,
3/10/17 16:00,4:00:00 PM,174.34,174.34,0,,
3/11/17 8:00,8:00:00 AM,173.27,173.27,0,,
3/11/17 10:00,10:00:00 AM,155.17,155.17,0,,
3/11/17 12:00,12:00:00 PM,164.02,164.02,8.8474,,
3/11/17 14:00,2:00:00 PM,121.91,121.91,0,,
3/11/17 16:00,4:00:00 PM,129.31,129.31,7.3954,,
3/12/17 8:00,8:00:00 AM,103.81,103.81,0,,
3/12/17 10:00,10:00:00 AM,164.7,164.7,60.891,,
3/12/17 12:00,12:00:00 PM,121,121,0,,
3/12/17 14:00,2:00:00 PM,129.6,129.6,8.6002,,
3/12/17 16:00,4:00:00 PM,103.45,103.45,0,,
3/13/17 8:00,8:00:00 AM,78.064,78.064,0,,
3/13/17 10:00,10:00:00 AM,94.828,94.828,16.764,,
3/13/17 12:00,12:00:00 PM,62.76,62.76,0,,
3/13/17 14:00,2:00:00 PM,86.637,86.637,23.877,,
3/13/17 16:00,4:00:00 PM,86.637,86.637,0,,
3/14/17 8:00,8:00:00 AM,8.6207,8.6207,0,,
3/14/17 10:00,10:00:00 AM,43.103,43.103,34.483,,
3/14/17 12:00,12:00:00 PM,25.862,25.862,0,,
3/14/17 14:00,2:00:00 PM,34.483,34.483,8.6207,,
3/14/17 16:00,4:00:00 PM,17.241,17.241,0,,
3/15/17 8:00,8:00:00 AM,0,0,0,,
3/15/17 10:00,10:00:00 AM,0,0,0,,
3/15/17 12:00,12:00:00 PM,0,0,0,,
3/15/17 14:00,2:00:00 PM,0,0,0,,
3/15/17 16:00,4:00:00 PM,0,0,0,,
3/16/17 8:00,8:00:00 AM,0,0,0,,
3/16/17 10:00,10:00:00 AM,17.241,17.241,17.241,,
3/16/17 12:00,12:00:00 PM,0,0,0,,
3/16/17 14:00,2:00:00 PM,0,0,0,,
3/16/17 16:00,4:00:00 PM,0,0,0,,
3/17/17 8:00,8:00:00 AM,0.44057,0.44057,0.44057,,
3/17/17 10:00,10:00:00 AM,0.53117,0.53117,0.090594,,
3/17/17 12:00,12:00:00 PM,0,0,0,,
3/17/17 14:00,2:00:00 PM,0,0,0,,
3/17/17 16:00,4:00:00 PM,8.6207,8.6207,8.6207,,
3/18/17 8:00,8:00:00 AM,0,0,0,,
3/18/17 10:00,10:00:00 AM,0,0,0,,
3/18/17 12:00,12:00:00 PM,0,0,0,,
3/18/17 14:00,2:00:00 PM,0,0,0,,
3/18/17 16:00,4:00:00 PM,0,0,0,,
3/19/17 8:00,8:00:00 AM,0,0,0,,
3/19/17 10:00,10:00:00 AM,0,0,0,,
3/19/17 12:00,12:00:00 PM,0,0,0,,
3/19/17 14:00,2:00:00 PM,0,0,0,,
3/19/17 16:00,4:00:00 PM,0,0,0,,
3/20/17 8:00,8:00:00 AM,0,0,0,,
3/20/17 10:00,10:00:00 AM,0,0,0,,
3/20/17 12:00,12:00:00 PM,25.862,25.862,25.862,,
3/20/17 14:00,2:00:00 PM,0,0,0,,
3/20/17 16:00,4:00:00 PM,0,0,0,,
3/21/17 8:00,8:00:00 AM,0,0,0,,
3/21/17 10:00,10:00:00 AM,0,0,0,,
3/21/17 12:00,12:00:00 PM,0,0,0,,
3/21/17 14:00,2:00:00 PM,0,0,0,,
3/21/17 16:00,4:00:00 PM,0,0,0,,
3/22/17 8:00,8:00:00 AM,0,0,0,,
3/22/17 10:00,10:00:00 AM,1.2434,1.2434,1.2434,,
3/22/17 12:00,12:00:00 PM,0,0,0,,
3/22/17 14:00,2:00:00 PM,0,0,0,,
3/22/17 16:00,4:00:00 PM,0,0,0,,
3/23/17 8:00,8:00:00 AM,0,0,0,,
3/23/17 10:00,10:00:00 AM,5.3142,5.3142,5.3142,,
3/23/17 12:00,12:00:00 PM,0,0,0,,
3/23/17 14:00,2:00:00 PM,0,0,0,,
3/23/17 16:00,4:00:00 PM,0,0,0,,
3/24/17 8:00,8:00:00 AM,0,0,0,,
3/24/17 10:00,10:00:00 AM,34.483,34.483,34.483,,
3/24/17 12:00,12:00:00 PM,8.6207,8.6207,0,,
3/24/17 14:00,2:00:00 PM,0,0,0,,
3/24/17 16:00,4:00:00 PM,43.103,43.103,43.103,,
3/25/17 8:00,8:00:00 AM,60.957,60.957,17.854,,
3/25/17 10:00,10:00:00 AM,35.544,35.544,0,,
3/25/17 12:00,12:00:00 PM,0,0,0,,
3/25/17 14:00,2:00:00 PM,0,0,0,,
3/25/17 16:00,4:00:00 PM,0,0,0,,
3/26/17 8:00,8:00:00 AM,0,0,0,,
3/26/17 10:00,10:00:00 AM,0,0,0,,
3/26/17 12:00,12:00:00 PM,0,0,0,,
3/26/17 14:00,2:00:00 PM,0,0,0,,
3/26/17 16:00,4:00:00 PM,0,0,0,,
3/27/17 8:00,8:00:00 AM,52.438,52.438,52.438,,
3/27/17 10:00,10:00:00 AM,0.00E+00,0.00E+00,0.00E+00,,
3/27/17 12:00,12:00:00 PM,0,0,0,,
3/27/17 14:00,2:00:00 PM,0,0,0,,
3/27/17 16:00,4:00:00 PM,0,0,0,,
3/28/17 8:00,8:00:00 AM,0,0,0,,
3/28/17 10:00,10:00:00 AM,0,0,0,,
3/28/17 12:00,12:00:00 PM,0.93781,0.93781,0.93781,,
3/28/17 14:00,2:00:00 PM,0,0,0,,
3/28/17 16:00,4:00:00 PM,0,0,0,,
3/29/17 8:00,8:00:00 AM,17.241,17.241,17.241,,
3/29/17 10:00,10:00:00 AM,0,0,0,,
3/29/17 12:00,12:00:00 PM,2.1219,2.1219,2.1219,,
3/29/17 14:00,2:00:00 PM,0,0,0,,
3/29/17 16:00,4:00:00 PM,0,0,0,,
3/30/17 8:00,8:00:00 AM,0,0,0,,
3/30/17 10:00,10:00:00 AM,0,0,0,,
3/30/17 12:00,12:00:00 PM,0,0,0,,
3/30/17 14:00,2:00:00 PM,0,0,0,,
3/30/17 16:00,4:00:00 PM,0,0,0,,
3/31/17 8:00,8:00:00 AM,0,0,0,,
3/31/17 10:00,10:00:00 AM,0,0,0,,
3/31/17 12:00,12:00:00 PM,1.2591,1.2591,1.2591,,
3/31/17 14:00,2:00:00 PM,0,0,0,,
3/31/17 16:00,4:00:00 PM,0,0,0,,
4/1/17 8:00,8:00:00 AM,0,0,0,,
4/1/17 10:00,10:00:00 AM,0,0,0,,
4/1/17 12:00,12:00:00 PM,0.26558,0.26558,0.26558,,
4/1/17 14:00,2:00:00 PM,0,0,0,,
4/1/17 16:00,4:00:00 PM,0,0,0,,
4/2/17 8:00,8:00:00 AM,0,0,0,,
4/2/17 10:00,10:00:00 AM,,0.19738,0.19738,,
4/2/17 12:00,12:00:00 PM,0.39476,0.39476,0.19738,,
4/2/17 14:00,2:00:00 PM,0,0,0,,
4/2/17 16:00,4:00:00 PM,0,0,0,,
4/3/17 8:00,8:00:00 AM,0,0,0,,
4/3/17 10:00,10:00:00 AM,,0.2788,0.2788,,
4/3/17 12:00,12:00:00 PM,0.55759,0.55759,0.2788,,
4/3/17 14:00,2:00:00 PM,0,0,0,,
4/3/17 16:00,4:00:00 PM,0,0,0,,
4/4/17 8:00,8:00:00 AM,0,0,0,,
4/4/17 10:00,10:00:00 AM,0,0,0,,
4/4/17 12:00,12:00:00 PM,0,0,0,,
4/4/17 14:00,2:00:00 PM,0,0,0,,
4/4/17 16:00,4:00:00 PM,0,0,0,,
4/5/17 8:00,8:00:00 AM,0,0,0,,
4/5/17 10:00,10:00:00 AM,,0.44506,0.44506,,
4/5/17 12:00,12:00:00 PM,0.89012,0.89012,0.44506,,
4/5/17 14:00,2:00:00 PM,0,0,0,,
4/5/17 16:00,4:00:00 PM,0,0,0,,
4/6/17 8:00,8:00:00 AM,0,0,0,,
4/6/17 10:00,10:00:00 AM,0,0,0,,
4/6/17 12:00,12:00:00 PM,0,0,0,,
4/6/17 14:00,2:00:00 PM,0,0,0,,
4/6/17 16:00,4:00:00 PM,0,0,0,,
4/7/17 8:00,8:00:00 AM,0,0,0,,
4/7/17 10:00,10:00:00 AM,0,0,0,,
4/7/17 12:00,12:00:00 PM,0,0,0,,
4/7/17 14:00,2:00:00 PM,0,0,0,,
4/7/17 16:00,4:00:00 PM,0,0,0,,
4/8/17 8:00,8:00:00 AM,54.522,54.522,54.522,,
4/8/17 10:00,10:00:00 AM,43.957,43.957,0,,
4/8/17 12:00,12:00:00 PM,52.438,52.438,8.4805,,
